
Predictions were generated on 17-Jan-2026 at 06:32:31 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
    0.1813	  1.855063289E-001	 -4.308178648E-002	  0.000000000E+000	  0.000000000E+000	  2.120623398E+001	  1.950000000E+001	  1.891500000E+003	 -5.468817428E-003	  9.488189244E-004	  0.000000000E+000	 -4.450451660E+001	  8.145014191E+001	  5.935807037E+001	  4.109837711E-001	  1.622724121E+003	 -7.000040436E+001	  1.377173096E+003	  8.404813409E-001	 -2.512066803E+002	  5.791191864E+001	 -3.282609940E+001	 -1.543684196E+001	 -2.954490900E+000	  3.881687641E+000	 -2.453308411E+002	  3.767842865E+001	  1.276050186E+001	 -8.430449486E+000	 -3.621762753E+000	  3.883327246E+000	  5.513974762E+001	 -8.740341797E+002	  1.276405811E+001
    0.1875	  2.008961737E-001	 -4.564086720E-002	  0.000000000E+000	  0.000000000E+000	  2.193750000E+001	  1.950000000E+001	  1.891500000E+003	 -5.780791864E-003	  1.001374563E-003	  0.000000000E+000	 -4.179589844E+001	  8.931225586E+001	  6.089909363E+001	 -4.981659353E-002	  1.622681152E+003	 -5.383826828E+001	  1.426943481E+003	  8.679451942E-001	 -2.018108368E+002	  5.772344971E+001	 -3.509837341E+001	 -1.526874161E+001	 -2.013747931E+000	  3.372098207E+000	 -1.980171661E+002	  3.838968658E+001	  7.553518295E+000	 -9.639787674E+000	 -2.422779322E+000	  3.373627663E+000	  3.929778099E+000	 -9.451879272E+002	  7.556573391E+000
    0.1938	  2.170056105E-001	 -4.823271930E-002	  0.000000000E+000	  0.000000000E+000	  2.266874123E+001	  1.950000000E+001	  1.891500000E+003	 -6.095062941E-003	  1.054094639E-003	  0.000000000E+000	 -3.927611923E+001	  9.751754761E+001	  6.238605499E+001	 -4.895131290E-001	  1.622627930E+003	 -3.843063736E+001	  1.475721191E+003	  8.951895833E-001	 -1.546776733E+002	  5.735284042E+001	 -3.729994583E+001	 -1.512266064E+001	 -1.112027407E+000	  2.877626419E+000	 -1.528833008E+002	  3.891680145E+001	  2.532456398E+000	 -1.083296680E+001	 -1.274104834E+000	  2.879026413E+000	 -4.533735657E+001	 -1.016055603E+003	  2.535062313E+000
    0.2000	  2.338318825E-001	 -5.085362121E-002	  0.000000000E+000	  0.000000000E+000	  2.339998055E+001	  1.950000000E+001	  1.891500000E+003	 -6.411081180E-003	  1.106878859E-003	  0.000000000E+000	 -3.695837021E+001	  1.060636673E+002	  6.381407928E+001	 -9.058642387E-001	  1.622564941E+003	 -2.384535408E+001	  1.523375732E+003	  9.222918749E-001	 -1.100151520E+002	  5.679685593E+001	 -3.942213440E+001	 -1.499975586E+001	 -2.531048954E-001	  2.400417089E+000	 -1.101293182E+002	  3.925440598E+001	 -2.286181927E+000	 -1.200710869E+001	 -1.805586666E-001	  2.401669502E+000	 -9.246576691E+001	 -1.086489258E+003	 -2.283988714E+000
    0.2063	  2.513694465E-001	 -5.349992216E-002	  0.000000000E+000	  0.000000000E+000	  2.413124847E+001	  1.950000000E+001	  1.891500000E+003	 -6.728314329E-003	  1.159631531E-003	  0.000000000E+000	 -3.485352325E+001	  1.149470978E+002	  6.517884064E+001	 -1.297300220E+000	  1.622493896E+003	 -1.013999939E+001	  1.569789062E+003	  9.496523142E-001	 -6.798967743E+001	  5.605488968E+001	 -4.145642853E+001	 -1.490102673E+001	  5.599348545E-001	  1.941533446E+000	 -6.991493225E+001	  3.939642334E+001	 -6.887346745E+000	 -1.315948582E+001	  8.540205359E-001	  1.942620873E+000	 -1.372980194E+002	 -1.156348633E+003	 -6.885796547E+000
    0.2125	  2.696098089E-001	 -5.616808310E-002	  0.000000000E+000	  0.000000000E+000	  2.486248779E+001	  1.950000000E+001	  1.891500000E+003	 -7.046249229E-003	  1.212262781E-003	  0.000000000E+000	 -3.297183609E+001	  1.241627579E+002	  6.647650909E+001	 -1.662101746E+000	  1.622415527E+003	  2.631926298E+000	  1.614857300E+003	  9.774634242E-001	 -2.876257515E+001	  5.512660599E+001	 -4.339436340E+001	 -1.482727623E+001	  1.324172378E+000	  1.502520919E+000	 -3.239538956E+001	  3.933826828E+001	 -1.125871849E+001	 -1.428763771E+001	  1.825845718E+000	  1.503425956E+000	 -1.796794281E+002	 -1.225503540E+003	 -1.125764465E+001
    0.2188	  2.885414958E-001	 -5.885465816E-002	  0.000000000E+000	  0.000000000E+000	  2.559375572E+001	  1.950000000E+001	  1.891500000E+003	 -7.364393678E-003	  1.264688210E-003	  0.000000000E+000	 -3.132102013E+001	  1.337045135E+002	  6.770387268E+001	 -1.999030471E+000	  1.622330933E+003	  1.442786980E+001	  1.658487427E+003	  1.006346583E+000	  7.544037342E+000	  5.401395035E+001	 -4.522896194E+001	 -1.477915859E+001	  2.037323713E+000	  1.084424496E+000	  2.312074661E+000	  3.907783508E+001	 -1.538974667E+001	 -1.538936901E+001	  2.732074499E+000	  1.085131288E+000	 -2.194923553E+002	 -1.293833618E+003	 -1.538918018E+001
    0.2250	  3.081500530E-001	 -6.155631691E-002	  0.000000000E+000	  0.000000000E+000	  2.632499504E+001	  1.950000000E+001	  1.891500000E+003	 -7.682275493E-003	  1.316829119E-003	  0.000000000E+000	 -2.990803528E+001	  1.435643768E+002	  6.885830688E+001	 -2.307128191E+000	  1.622240112E+003	  2.520915222E+001	  1.700600830E+003	  1.036618948E+000	  4.081319427E+001	  5.271863556E+001	 -4.695392609E+001	 -1.475712490E+001	  2.697313070E+000	  6.880224347E-001	  3.409448242E+001	  3.861370087E+001	 -1.927444267E+001	 -1.646274567E+001	  3.569873333E+000	  6.885160804E-001	 -2.566204529E+002	 -1.361230347E+003	 -1.927445984E+001
    0.2313	  3.284180164E-001	 -6.426984072E-002	  0.000000000E+000	  0.000000000E+000	  2.705623627E+001	  1.950000000E+001	  1.891500000E+003	 -7.999445312E-003	  1.368613332E-003	  0.000000000E+000	 -2.873694611E+001	  1.537332764E+002	  6.993771362E+001	 -2.585217953E+000	  1.622145020E+003	  3.494925308E+001	  1.741133057E+003	  1.068781614E+000	  7.096925354E+001	  5.124671555E+001	 -4.856254959E+001	 -1.476148224E+001	  3.302583694E+000	  3.148735166E-001	  6.287999725E+001	  3.794933701E+001	 -2.290139008E+001	 -1.750615501E+001	  4.337562084E+000	  3.151404560E-001	 -2.909916992E+002	 -1.427597168E+003	 -2.290192986E+001
    0.2375	  3.493247628E-001	 -6.699214131E-002	  0.000000000E+000	  0.000000000E+000	  2.778750229E+001	  1.950000000E+001	  1.891500000E+003	 -8.315477520E-003	  1.419974840E-003	  0.000000000E+000	 -2.781042480E+001	  1.642005920E+002	  7.094064331E+001	 -2.832982063E+000	  1.622046387E+003	  4.362680817E+001	  1.780032349E+003	  1.102976084E+000	  9.794906616E+001	  4.960124588E+001	 -5.005003738E+001	 -1.479226780E+001	  3.852028608E+000	 -3.535794839E-002	  8.860743713E+001	  3.708229446E+001	 -2.626992226E+001	 -1.851810837E+001	  5.033518791E+000	 -3.533015773E-002	 -3.225381470E+002	 -1.492842163E+003	 -2.627091599E+001
    0.2438	  3.708467484E-001	 -6.972023845E-002	  0.000000000E+000	  0.000000000E+000	  2.851874352E+001	  1.950000000E+001	  1.891500000E+003	 -8.629969321E-003	  1.470853807E-003	  0.000000000E+000	 -2.712905312E+001	  1.749543304E+002	  7.186628723E+001	 -3.049965858E+000	  1.621944702E+003	  5.123143768E+001	  1.817262329E+003	  1.139787793E+000	  1.217196732E+002	  4.778923798E+001	 -5.141166306E+001	 -1.484937477E+001	  4.344933987E+000	 -3.619897068E-001	  1.112453613E+002	  3.601760101E+001	 -2.937560272E+001	 -1.949752808E+001	  5.656949043E+000	 -3.622126579E-001	 -3.512235718E+002	 -1.556892090E+003	 -2.937708664E+001
    0.2500	  3.929574192E-001	 -7.245130837E-002	  0.000000000E+000	  0.000000000E+000	  2.924998283E+001	  1.950000000E+001	  1.891500000E+003	 -8.942542598E-003	  1.521197380E-003	  0.000000000E+000	 -2.669230461E+001	  1.859810486E+002	  7.271428680E+001	 -3.235575199E+000	  1.621841797E+003	  5.775900650E+001	  1.852799194E+003	  1.179397345E+000	  1.422722015E+002	  4.581904221E+001	 -5.264333344E+001	 -1.493255329E+001	  4.781048298E+000	 -6.644442081E-001	  1.307856903E+002	  3.476140594E+001	 -3.221634293E+001	 -2.044358635E+001	  6.207588196E+000	 -6.649281383E-001	 -3.770332642E+002	 -1.619680054E+003	 -3.221822357E+001
    0.2563	  4.156272709E-001	 -7.518262416E-002	  0.000000000E+000	  0.000000000E+000	  2.998125076E+001	  1.950000000E+001	  1.891500000E+003	 -9.252843447E-003	  1.570958993E-003	  0.000000000E+000	 -2.649698448E+001	  1.972661743E+002	  7.348508453E+001	 -3.390583754E+000	  1.621736816E+003	  6.321240616E+001	  1.886634644E+003	  1.222600937E+000	  1.596167755E+002	  4.369796753E+001	 -5.374161530E+001	 -1.504124165E+001	  5.160523891E+000	 -9.430723786E-001	  1.472380066E+002	  3.331767273E+001	 -3.479462814E+001	 -2.135567093E+001	  6.685527802E+000	 -9.438261390E-001	 -3.999673462E+002	 -1.681152344E+003	 -3.479693604E+001
    0.2625	  4.388239384E-001	 -7.791161537E-002	  0.000000000E+000	  0.000000000E+000	  3.071249008E+001	  1.950000000E+001	  1.891500000E+003	 -9.560543112E-003	  1.620098483E-003	  0.000000000E+000	 -2.653850365E+001	  2.087934723E+002	  7.417949677E+001	 -3.514763832E+000	  1.621631470E+003	  6.760834503E+001	  1.918771118E+003	  1.269165874E+000	  1.737985382E+002	  4.143499756E+001	 -5.470521927E+001	 -1.517480087E+001	  5.484005928E+000	 -1.198021412E+000	  1.606462097E+002	  3.169336319E+001	 -3.711258698E+001	 -2.223346329E+001	  7.091782570E+000	 -1.199052095E+000	 -4.200612793E+002	 -1.741263550E+003	 -3.711520004E+001
    0.2687	  4.625123143E-001	 -8.063583821E-002	  0.000000000E+000	  0.000000000E+000	  3.144372940E+001	  1.950000000E+001	  1.891500000E+003	 -9.865335189E-003	  1.668582321E-003	  0.000000000E+000	 -2.681068420E+001	  2.205456085E+002	  7.479910278E+001	 -3.608617306E+000	  1.621526611E+003	  7.096356201E+001	  1.949228027E+003	  1.319557309E+000	  1.848723297E+002	  3.904235077E+001	 -5.553338623E+001	 -1.533242416E+001	  5.752494335E+000	 -1.428894162E+000	  1.710628815E+002	  2.990169907E+001	 -3.917653275E+001	 -2.307701492E+001	  7.427430153E+000	 -1.430209041E+000	 -4.373549194E+002	 -1.799985596E+003	 -3.917942810E+001
    0.2750	  4.866546690E-001	 -8.335296810E-002	  0.000000000E+000	  0.000000000E+000	  3.217499924E+001	  1.950000000E+001	  1.891500000E+003	 -1.016693842E-002	  1.716383034E-003	  0.000000000E+000	 -2.730605316E+001	  2.325040741E+002	  7.534590149E+001	 -3.673378229E+000	  1.621421997E+003	  7.330878448E+001	  1.978034424E+003	  1.374485731E+000	  1.929232025E+002	  3.652883148E+001	 -5.622243881E+001	 -1.551295090E+001	  5.967288971E+000	 -1.637215734E+000	  1.785708160E+002	  2.794525337E+001	 -4.098730087E+001	 -2.388638306E+001	  7.694455147E+000	 -1.638819456E+000	 -4.519223022E+002	 -1.857289429E+003	 -4.099040985E+001
    0.2812	  5.112106800E-001	 -8.606081456E-002	  0.000000000E+000	  0.000000000E+000	  3.290623856E+001	  1.950000000E+001	  1.891500000E+003	 -1.046509575E-002	  1.763479435E-003	  0.000000000E+000	 -2.801383972E+001	  2.446491699E+002	  7.582244873E+001	 -3.709881067E+000	  1.621318359E+003	  7.468167114E+001	  2.005233276E+003	  1.433341622E+000	  1.980609131E+002	  3.390614700E+001	 -5.677390671E+001	 -1.571520996E+001	  6.130331993E+000	 -1.823498011E+000	  1.832754211E+002	  2.583612061E+001	 -4.255605698E+001	 -2.466204071E+001	  7.895213127E+000	 -1.825395703E+000	 -4.638534546E+002	 -1.913164551E+003	 -4.255935669E+001
    0.2875	  5.361378193E-001	 -8.875732124E-002	  0.000000000E+000	  0.000000000E+000	  3.363750458E+001	  1.950000000E+001	  1.891500000E+003	 -1.075957250E-002	  1.809856272E-003	  0.000000000E+000	 -2.892563820E+001	  2.569599304E+002	  7.623184967E+001	 -3.718883753E+000	  1.621216675E+003	  7.511935425E+001	  2.030880493E+003	  1.496797442E+000	  2.004060211E+002	  3.118929672E+001	 -5.719032669E+001	 -1.593789673E+001	  6.243702888E+000	 -1.987910986E+000	  1.852929840E+002	  2.359106827E+001	 -4.389157486E+001	 -2.540477943E+001	  8.032360077E+000	 -1.990105152E+000	 -4.732509460E+002	 -1.967612427E+003	 -4.389499283E+001
    0.2938	  5.613911152E-001	 -9.144052863E-002	  0.000000000E+000	  0.000000000E+000	  3.436874390E+001	  1.950000000E+001	  1.891500000E+003	 -1.105015352E-002	  1.855503884E-003	  0.000000000E+000	 -3.002669334E+001	  2.694146423E+002	  7.657762146E+001	 -3.702386379E+000	  1.621116699E+003	  7.467633057E+001	  2.055039795E+003	  1.565309525E+000	  2.001060638E+002	  2.838745880E+001	 -5.746871948E+001	 -1.617935371E+001	  6.309895515E+000	 -2.132208109E+000	  1.847662201E+002	  2.121488571E+001	 -4.500081635E+001	 -2.611534882E+001	  8.109243393E+000	 -2.134701252E+000	 -4.802432861E+002	 -2.020633057E+003	 -4.500427246E+001
    0.3000	  5.869237781E-001	 -9.410861880E-002	  0.000000000E+000	  0.000000000E+000	  3.509998322E+001	  1.950000000E+001	  1.891500000E+003	 -1.133664884E-002	  1.900417847E-003	  0.000000000E+000	 -3.130460739E+001	  2.819907227E+002	  7.686381531E+001	 -3.661575317E+000	  1.621018921E+003	  7.340635681E+001	  2.077789551E+003	  1.638043046E+000	  1.973283234E+002	  2.551602554E+001	 -5.761637878E+001	 -1.643797874E+001	  6.331886768E+000	 -2.257448196E+000	  1.818557281E+002	  1.872494316E+001	 -4.590100479E+001	 -2.679493523E+001	  8.129510880E+000	 -2.260241032E+000	 -4.849726868E+002	 -2.072243652E+003	 -4.590440369E+001
    0.3063	  6.126871705E-001	 -9.675987810E-002	  0.000000000E+000	  0.000000000E+000	  3.583125305E+001	  1.950000000E+001	  1.891500000E+003	 -1.161888335E-002	  1.944598858E-003	  0.000000000E+000	 -3.274431610E+001	  2.946643677E+002	  7.709478760E+001	 -3.598575830E+000	  1.620923462E+003	  7.137174988E+001	  2.099213379E+003	  1.716076136E+000	  1.922514343E+002	  2.258708763E+001	 -5.763198853E+001	 -1.671190071E+001	  6.312683582E+000	 -2.364695549E+000	  1.767344971E+002	  1.613230515E+001	 -4.659885025E+001	 -2.744476891E+001	  8.097267151E+000	 -2.367789507E+000	 -4.875978088E+002	 -2.122465332E+003	 -4.660214233E+001
    0.3125	  6.386309266E-001	 -9.939268231E-002	  0.000000000E+000	  0.000000000E+000	  3.656249237E+001	  1.950000000E+001	  1.891500000E+003	 -1.189670525E-002	  1.988052158E-003	  0.000000000E+000	 -3.433011627E+001	  3.074113770E+002	  7.727532959E+001	 -3.515062094E+000	  1.620830933E+003	  6.863861847E+001	  2.119407715E+003	  1.798279405E+000	  1.850685730E+002	  1.961625481E+001	 -5.752069855E+001	 -1.699922943E+001	  6.255673885E+000	 -2.455376863E+000	  1.695886383E+002	  1.345372963E+001	 -4.710882568E+001	 -2.806637955E+001	  8.016814232E+000	 -2.458771229E+000	 -4.882865906E+002	 -2.171330566E+003	 -4.711196518E+001
    0.3188	  6.647034287E-001	 -1.020055264E-001	  0.000000000E+000	  0.000000000E+000	  3.729373169E+001	  1.950000000E+001	  1.891500000E+003	 -1.216997579E-002	  2.030787524E-003	  0.000000000E+000	 -3.604445648E+001	  3.202068481E+002	  7.741047668E+001	 -3.413275480E+000	  1.620741333E+003	  6.528213501E+001	  2.138472412E+003	  1.885245442E+000	  1.760010834E+002	  1.661425018E+001	 -5.728654099E+001	 -1.729786491E+001	  6.164734840E+000	 -2.531362772E+000	  1.606313629E+002	  1.069983768E+001	 -4.744838333E+001	 -2.866128540E+001	  7.893100739E+000	 -2.535057306E+000	 -4.872325439E+002	 -2.218871826E+003	 -4.745127869E+001
    0.3250	  6.908517480E-001	 -1.045969725E-001	  0.000000000E+000	  0.000000000E+000	  3.802500153E+001	  1.950000000E+001	  1.891500000E+003	 -1.243857481E-002	  2.072818112E-003	  0.000000000E+000	 -3.787084961E+001	  3.330253601E+002	  7.750566101E+001	 -3.295109749E+000	  1.620654785E+003	  6.137236404E+001	  2.156518555E+003	  1.976341963E+000	  1.652577820E+002	  1.359680367E+001	 -5.693450165E+001	 -1.760567665E+001	  6.043556690E+000	 -2.593886375E+000	  1.500638123E+002	  7.888412952E+000	 -4.763200760E+001	 -2.923130226E+001	  7.730783463E+000	 -2.597879171E+000	 -4.846176758E+002	 -2.265133545E+003	 -4.763460922E+001
    0.3313	  7.170221210E-001	 -1.071656868E-001	  0.000000000E+000	  0.000000000E+000	  3.875624084E+001	  1.950000000E+001	  1.891500000E+003	 -1.270239335E-002	  2.114160452E-003	  0.000000000E+000	 -3.978941727E+001	  3.458411560E+002	  7.756649017E+001	 -3.162906408E+000	  1.620571289E+003	  5.699367142E+001	  2.173659912E+003	  2.071733236E+000	  1.530852203E+002	  1.057791710E+001	 -5.646862793E+001	 -1.792045212E+001	  5.896379948E+000	 -2.644366980E+000	  1.381241760E+002	  5.034802437E+000	 -4.767361832E+001	 -2.977830696E+001	  7.535476208E+000	 -2.648657322E+000	 -4.806611938E+002	 -2.310162109E+003	 -4.767586517E+001
    0.3375	  7.431600094E-001	 -1.097103953E-001	  0.000000000E+000	  0.000000000E+000	  3.948748016E+001	  1.950000000E+001	  1.891500000E+003	 -1.296133734E-002	  2.154834569E-003	  0.000000000E+000	 -4.178194046E+001	  3.586280212E+002	  7.759878540E+001	 -3.019726992E+000	  1.620490967E+003	  5.222831345E+001	  2.190015625E+003	  2.170809507E+000	  1.397209473E+002	  7.568521976E+000	 -5.589538193E+001	 -1.823982811E+001	  5.727388382E+000	 -2.685415745E+000	  1.250411301E+002	  2.149981260E+000	 -4.759224319E+001	 -3.030414772E+001	  7.312491894E+000	 -2.690000772E+000	 -4.755714417E+002	 -2.354006104E+003	 -4.759402084E+001
    0.3438	  7.692105770E-001	 -1.122298986E-001	  0.000000000E+000	  0.000000000E+000	  4.021874619E+001	  1.950000000E+001	  1.891500000E+003	 -1.321532205E-002	  2.194862114E-003	  0.000000000E+000	 -4.382993698E+001	  3.713597107E+002	  7.760848999E+001	 -2.867106915E+000	  1.620414307E+003	  4.715633774E+001	  2.205709961E+003	  2.273292303E+000	  1.254098053E+002	  4.585336685E+000	 -5.521969604E+001	 -1.856151962E+001	  5.540862560E+000	 -2.717844486E+000	  1.110511246E+002	 -7.458116412E-001	 -4.740099335E+001	 -3.081097794E+001	  7.067365170E+000	 -2.722722054E+000	 -4.695650024E+002	 -2.396722900E+003	 -4.740230179E+001
    0.3500	  7.951186299E-001	 -1.147230491E-001	  0.000000000E+000	  0.000000000E+000	  4.094998550E+001	  1.950000000E+001	  1.891500000E+003	 -1.346427202E-002	  2.234266838E-003	  0.000000000E+000	 -4.591152573E+001	  3.840099792E+002	  7.760162354E+001	 -2.707868814E+000	  1.620340576E+003	  4.187107468E+001	  2.220866211E+003	  2.378687620E+000	  1.104160919E+002	  1.636424065E+000	 -5.444831085E+001	 -1.888304710E+001	  5.341474056E+000	 -2.744387150E+000	  9.640836334E+001	 -3.644204378E+000	 -4.712246704E+001	 -3.130073357E+001	  6.805990696E+000	 -2.749554396E+000	 -4.628733826E+002	 -2.438364014E+003	 -4.712340164E+001
    0.3563	  8.208290935E-001	 -1.171887368E-001	  0.000000000E+000	  0.000000000E+000	  4.168125534E+001	  1.950000000E+001	  1.891500000E+003	 -1.370811649E-002	  2.273074118E-003	  0.000000000E+000	 -4.800835419E+001	  3.965525818E+002	  7.758437347E+001	 -2.545386791E+000	  1.620269653E+003	  3.645760727E+001	  2.235612549E+003	  2.486571312E+000	  9.499201202E+001	 -1.264605522E+000	 -5.358599854E+001	 -1.920199585E+001	  5.133637905E+000	 -2.766765594E+000	  8.135633087E+001	 -6.530057430E+000	 -4.677096939E+001	 -3.177552986E+001	  6.534069538E+000	 -2.772219896E+000	 -4.557200317E+002	 -2.478989258E+003	 -4.677133560E+001
    0.3625	  8.462873697E-001	 -1.196259111E-001	  0.000000000E+000	  0.000000000E+000	  4.241249466E+001	  1.950000000E+001	  1.891500000E+003	 -1.394679304E-002	  2.311309800E-003	  0.000000000E+000	 -5.009908676E+001	  4.089613037E+002	  7.756276703E+001	 -2.381162643E+000	  1.620202148E+003	  3.100560760E+001	  2.250075439E+003	  2.596291065E+000	  7.940211487E+001	 -4.104797363E+000	 -5.264125061E+001	 -1.951599121E+001	  4.921947479E+000	 -2.786352634E+000	  6.615020752E+001	 -9.386297226E+000	 -4.636359406E+001	 -3.223753738E+001	  6.257598877E+000	 -2.792091608E+000	 -4.483396912E+002	 -2.518657959E+003	 -4.636341858E+001
    0.3688	  8.714391589E-001	 -1.220335290E-001	  0.000000000E+000	  0.000000000E+000	  4.314373398E+001	  1.950000000E+001	  1.891500000E+003	 -1.418024115E-002	  2.349000657E-003	  0.000000000E+000	 -5.216532516E+001	  4.212105408E+002	  7.754290009E+001	 -2.218410015E+000	  1.620137817E+003	  2.560030365E+001	  2.264381104E+003	  2.707328320E+000	  6.389902878E+001	 -6.874814510E+000	 -5.161936188E+001	 -1.982254982E+001	  4.710839748E+000	 -2.805654764E+000	  5.103354263E+001	 -1.220335865E+001	 -4.591724396E+001	 -3.268875885E+001	  5.982265472E+000	 -2.811675310E+000	 -4.409557190E+002	 -2.557426025E+003	 -4.591652679E+001
    0.3750	  8.962311745E-001	 -1.244105771E-001	  0.000000000E+000	  0.000000000E+000	  4.387500000E+001	  1.950000000E+001	  1.891500000E+003	 -1.440840121E-002	  2.386172302E-003	  0.000000000E+000	 -5.418599701E+001	  4.332750854E+002	  7.753067780E+001	 -2.059669971E+000	  1.620075928E+003	  2.033255005E+001	  2.278653076E+003	  2.818927765E+000	  4.874874878E+001	 -9.564970016E+000	 -5.052658081E+001	 -2.011928177E+001	  4.504998207E+000	 -2.826267242E+000	  3.626271820E+001	 -1.496929169E+001	 -4.545035172E+001	 -3.313124084E+001	  5.714038849E+000	 -2.832566738E+000	 -4.338019714E+002	 -2.595350098E+003	 -4.544900131E+001
    0.3813	  9.206111431E-001	 -1.267560571E-001	  0.000000000E+000	  0.000000000E+000	  4.460624313E+001	  1.950000000E+001	  1.891500000E+003	 -1.463121362E-002	  2.422850346E-003	  0.000000000E+000	 -5.614207458E+001	  4.451300049E+002	  7.753195953E+001	 -1.907341123E+000	  1.620017212E+003	  1.528620625E+001	  2.293012207E+003	  2.930758238E+000	  3.419666672E+001	 -1.216609097E+001	 -4.936969376E+001	 -2.040381241E+001	  4.308775902E+000	 -2.850210667E+000	  2.207410622E+001	 -1.767239761E+001	 -4.498064041E+001	 -3.356696320E+001	  5.458401680E+000	 -2.856786251E+000	 -4.270939331E+002	 -2.632485107E+003	 -4.497873306E+001
    0.3875	  9.445281625E-001	 -1.290689707E-001	  0.000000000E+000	  0.000000000E+000	  4.533748245E+001	  1.950000000E+001	  1.891500000E+003	 -1.484861597E-002	  2.459058771E-003	  0.000000000E+000	 -5.801384735E+001	  4.567515259E+002	  7.755232239E+001	 -1.764146090E+000	  1.619960938E+003	  1.054844856E+001	  2.307574707E+003	  3.041707516E+000	  2.049794960E+001	 -1.466911697E+001	 -4.815580368E+001	 -2.067389297E+001	  4.126578808E+000	 -2.878612995E+000	  8.714036942E+000	 -2.029949379E+001	 -4.452339554E+001	 -3.399786377E+001	  5.221155167E+000	 -2.885462523E+000	 -4.210584412E+002	 -2.668883057E+003	 -4.452095795E+001
    0.3938	  9.679327607E-001	 -1.313482821E-001	  0.000000000E+000	  0.000000000E+000	  4.606874847E+001	  1.950000000E+001	  1.891500000E+003	 -1.506054308E-002	  2.494820161E-003	  0.000000000E+000	 -5.978390503E+001	  4.681159668E+002	  7.759719086E+001	 -1.632146358E+000	  1.619907104E+003	  6.195519447E+000	  2.322452393E+003	  3.151137352E+000	  7.884233952E+000	 -1.706745148E+001	 -4.689091110E+001	 -2.092724991E+001	  3.962532520E+000	 -2.913669348E+000	 -3.594488621E+000	 -2.284263802E+001	 -4.409630203E+001	 -3.442571640E+001	  5.007451057E+000	 -2.920789957E+000	 -4.158979187E+002	 -2.704591553E+003	 -4.409342575E+001
    0.4000	  9.907773733E-001	 -1.335929930E-001	  0.000000000E+000	  0.000000000E+000	  4.679998779E+001	  1.950000000E+001	  1.891500000E+003	 -1.526692323E-002	  2.530154772E-003	  0.000000000E+000	 -6.143347168E+001	  4.792010193E+002	  7.767157745E+001	 -1.513870597E+000	  1.619855347E+003	  2.311945438E+000	  2.337749756E+003	  3.258229017E+000	 -3.406945467E+000	 -1.935620308E+001	 -4.558018875E+001	 -2.116166687E+001	  3.820788860E+000	 -2.957290173E+000	 -1.462248421E+001	 -2.529644012E+001	 -4.371572495E+001	 -3.485213089E+001	  4.822628498E+000	 -2.964679241E+000	 -4.118211975E+002	 -2.739652344E+003	 -4.371224213E+001
    0.4062	  1.013016224E+000	 -1.358020604E-001	  0.000000000E+000	  0.000000000E+000	  4.753123093E+001	  1.950000000E+001	  1.891500000E+003	 -1.546767727E-002	  2.565079601E-003	  0.000000000E+000	 -6.294601822E+001	  4.899853516E+002	  7.778034973E+001	 -1.411527991E+000	  1.619805420E+003	 -1.030914903E+000	  2.353564453E+003	  3.362637043E+000	 -1.315819836E+001	 -2.152854156E+001	 -4.422970200E+001	 -2.137518120E+001	  3.705164194E+000	 -3.010463715E+000	 -2.416029930E+001	 -2.765000343E+001	 -4.339546967E+001	 -3.527870560E+001	  4.671567917E+000	 -3.018119335E+000	 -4.090190125E+002	 -2.774106445E+003	 -4.339167404E+001
    0.4125	  1.034605980E+000	 -1.379743963E-001	  0.000000000E+000	  0.000000000E+000	  4.826249695E+001	  1.950000000E+001	  1.891500000E+003	 -1.566271856E-002	  2.599609550E-003	  0.000000000E+000	 -6.430608368E+001	  5.004484558E+002	  7.792789459E+001	 -1.327100277E+000	  1.619757446E+003	 -3.765240669E+000	  2.369987549E+003	  3.463140249E+000	 -2.116676712E+001	 -2.357940674E+001	 -4.284505081E+001	 -2.156580544E+001	  3.619212389E+000	 -3.074615479E+000	 -3.201247787E+001	 -2.989672279E+001	 -4.314963150E+001	 -3.570684433E+001	  4.558806896E+000	 -3.082535505E+000	 -4.076690979E+002	 -2.807985840E+003	 -4.314534378E+001
