! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! DU21 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
        400   NumCoords         ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
0.77601  0.05936
0.76961  0.06088
0.76314  0.06242
0.75660  0.06396
0.75000  0.06550
0.74333  0.06706
0.73667  0.06860
0.73000  0.07014
0.72333  0.07167
0.71667  0.07320
0.71000  0.07472
0.70333  0.07624
0.69667  0.07774
0.69000  0.07924
0.68333  0.08072
0.67667  0.08220
0.67000  0.08366
0.66333  0.08511
0.65667  0.08655
0.65000  0.08798
0.64333  0.08940
0.63667  0.09080
0.63000  0.09220
0.62333  0.09357
0.61667  0.09492
0.61000  0.09626
0.60333  0.09759
0.59667  0.09889
0.59000  0.10017
0.58333  0.10143
0.57667  0.10267
0.57000  0.10389
0.56333  0.10509
0.55667  0.10627
0.55000  0.10742
0.54333  0.10854
0.53667  0.10964
0.53000  0.11071
0.52333  0.11175
0.51667  0.11277
0.51000  0.11375
0.50333  0.11470
0.49667  0.11562
0.49000  0.11650
0.48333  0.11734
0.47667  0.11813
0.47000  0.11889
0.46333  0.11960
0.45667  0.12027
0.45000  0.12089
0.44333  0.12147
0.43667  0.12200
0.43000  0.12249
0.42333  0.12292
0.41667  0.12331
0.41000  0.12365
0.40333  0.12394
0.39667  0.12418
0.39000  0.12436
0.38333  0.12449
0.37667  0.12457
0.37000  0.12459
0.36333  0.12455
0.35667  0.12446
0.35000  0.12431
0.34333  0.12411
0.33667  0.12385
0.33000  0.12353
0.32333  0.12317
0.31667  0.12275
0.31000  0.12228
0.30333  0.12175
0.29667  0.12117
0.29000  0.12053
0.28333  0.11984
0.27667  0.11910
0.27000  0.11829
0.26333  0.11744
0.25667  0.11653
0.25000  0.11557
0.24342  0.11456
0.23693  0.11351
0.23053  0.11243
0.22421  0.11130
0.21798  0.11015
0.21184  0.10896
0.20579  0.10773
0.19982  0.10648
0.19395  0.10520
0.18816  0.10389
0.18245  0.10255
0.17684  0.10119
0.17131  0.09980
0.16587  0.09839
0.16052  0.09696
0.15526  0.09550
0.15008  0.09403
0.14499  0.09254
0.13999  0.09103
0.13508  0.08950
0.13026  0.08796
0.12552  0.08641
0.12087  0.08483
0.11631  0.08325
0.11183  0.08165
0.10745  0.08004
0.10315  0.07843
0.09893  0.07679
0.09481  0.07516
0.09077  0.07351
0.08683  0.07186
0.08297  0.07021
0.07919  0.06854
0.07551  0.06687
0.07191  0.06520
0.06840  0.06353
0.06498  0.06185
0.06164  0.06017
0.05840  0.05850
0.05524  0.05682
0.05217  0.05515
0.04918  0.05348
0.04629  0.05181
0.04348  0.05015
0.04076  0.04849
0.03812  0.04683
0.03558  0.04519
0.03312  0.04356
0.03075  0.04194
0.02847  0.04033
0.02627  0.03874
0.02417  0.03716
0.02215  0.03560
0.02022  0.03404
0.01837  0.03249
0.01662  0.03094
0.01495  0.02940
0.01337  0.02785
0.01187  0.02630
0.01047  0.02476
0.00915  0.02322
0.00792  0.02169
0.00678  0.02017
0.00572  0.01864
0.00476  0.01713
0.00388  0.01562
0.00309  0.01410
0.00238  0.01253
0.00177  0.01094
0.00124  0.00923
0.00080  0.00740
0.00044  0.00537
0.00018  0.00333
0.00000  0.00000
0.00018  -0.00292
0.00044  -0.00443
0.00080  -0.00589
0.00124  -0.00727
0.00177  -0.00864
0.00238  -0.00998
0.00309  -0.01134
0.00388  -0.01266
0.00476  -0.01397
0.00572  -0.01526
0.00678  -0.01656
0.00792  -0.01785
0.00915  -0.01914
0.01047  -0.02044
0.01187  -0.02174
0.01337  -0.02306
0.01495  -0.02438
0.01662  -0.02571
0.01837  -0.02705
0.02022  -0.02841
0.02215  -0.02976
0.02417  -0.03112
0.02627  -0.03248
0.02847  -0.03384
0.03075  -0.03520
0.03312  -0.03655
0.03558  -0.03789
0.03812  -0.03923
0.04076  -0.04056
0.04348  -0.04188
0.04629  -0.04319
0.04918  -0.04449
0.05217  -0.04579
0.05524  -0.04708
0.05840  -0.04836
0.06164  -0.04963
0.06498  -0.05089
0.06840  -0.05215
0.07191  -0.05340
0.07551  -0.05464
0.07919  -0.05587
0.08297  -0.05709
0.08683  -0.05831
0.09077  -0.05951
0.09481  -0.06071
0.09893  -0.06189
0.10315  -0.06306
0.10745  -0.06422
0.11183  -0.06536
0.11631  -0.06648
0.12087  -0.06759
0.12552  -0.06868
0.13026  -0.06975
0.13508  -0.07079
0.13999  -0.07182
0.14499  -0.07282
0.15008  -0.07380
0.15526  -0.07476
0.16052  -0.07568
0.16587  -0.07658
0.17131  -0.07746
0.17684  -0.07830
0.18245  -0.07911
0.18816  -0.07989
0.19395  -0.08063
0.19982  -0.08134
0.20579  -0.08201
0.21184  -0.08264
0.21798  -0.08324
0.22421  -0.08380
0.23053  -0.08432
0.23693  -0.08479
0.24342  -0.08523
0.25000  -0.08561
0.25667  -0.08595
0.26333  -0.08624
0.27000  -0.08648
0.27667  -0.08667
0.28333  -0.08680
0.29000  -0.08689
0.29667  -0.08693
0.30333  -0.08692
0.31000  -0.08686
0.31667  -0.08676
0.32333  -0.08660
0.33000  -0.08640
0.33667  -0.08615
0.34333  -0.08586
0.35000  -0.08553
0.35667  -0.08515
0.36333  -0.08473
0.37000  -0.08427
0.37667  -0.08376
0.38333  -0.08322
0.39000  -0.08263
0.39667  -0.08200
0.40333  -0.08134
0.41000  -0.08062
0.41667  -0.07987
0.42333  -0.07908
0.43000  -0.07824
0.43667  -0.07736
0.44333  -0.07644
0.45000  -0.07548
0.45667  -0.07448
0.46333  -0.07343
0.47000  -0.07235
0.47667  -0.07122
0.48333  -0.07006
0.49000  -0.06886
0.49667  -0.06763
0.50333  -0.06636
0.51000  -0.06506
0.51667  -0.06373
0.52333  -0.06237
0.53000  -0.06097
0.53667  -0.05955
0.54333  -0.05810
0.55000  -0.05663
0.55667  -0.05513
0.56333  -0.05361
0.57000  -0.05207
0.57667  -0.05050
0.58333  -0.04892
0.59000  -0.04732
0.59667  -0.04571
0.60333  -0.04408
0.61000  -0.04243
0.61667  -0.04078
0.62333  -0.03911
0.63000  -0.03744
0.63667  -0.03576
0.64333  -0.03409
0.65000  -0.03241
0.65667  -0.03073
0.66333  -0.02906
0.67000  -0.02740
0.67667  -0.02574
0.68333  -0.02411
0.69000  -0.02248
0.69667  -0.02088
0.70333  -0.01930
0.71000  -0.01774
0.71667  -0.01620
0.72333  -0.01470
0.73000  -0.01323
0.73667  -0.01179
0.74333  -0.01039
0.75000  -0.00903
0.75660  -0.00772
0.76314  -0.00647
0.76961  -0.00528
0.77601  -0.00416
0.78235  -0.00308
0.78863  -0.00207
0.79484  -0.00112
0.80098  -0.00023
0.80706   0.00060
0.81307   0.00136
0.81902   0.00207
0.82490   0.00273
0.83072   0.00333
0.83647   0.00387
0.84216   0.00435
0.84778   0.00479
0.85333   0.00517
0.85882   0.00550
0.86425   0.00578
0.86961   0.00601
0.87490   0.00620
0.88013   0.00633
0.88529   0.00643
0.89039   0.00648
0.89542   0.00649
0.90039   0.00646
0.90529   0.00639
0.91013   0.00628
0.91490   0.00613
0.91961   0.00595
0.92425   0.00574
0.92882   0.00550
0.93333   0.00523
0.93778   0.00494
0.94216   0.00462
0.94647   0.00428
0.95072   0.00392
0.95490   0.00355
0.95902   0.00315
0.96307   0.00275
0.96706   0.00233
0.97098   0.00189
0.97484   0.00145
0.97863   0.00099
0.98235   0.00053
0.98601   0.00005
0.98961  -0.00044
0.99314  -0.00094
0.99660  -0.00143
1.00000  -0.00194
"00_FileNotFound"   BL_File         - The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
          1   NumTabs           ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
       0.75   Re                ! Reynolds number in millions
          0   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -4.2   alpha0            ! 0-lift angle of attack, depends on airfoil.
          8   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
         -8   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
     6.2047   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
          3   T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
          6   T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
        1.7   T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
         11   T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
       0.14   b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
       0.53   b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
          5   b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
        0.3   A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
        0.7   A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
          1   A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     1.4144   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
    -0.5324   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
      0.006   Cd0               ! 2D drag coefficient value at 0-lift.
     -0.121   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
        0.2   x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        142   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
   -180.00    0.000   0.0185   0.0000
   -175.00    0.394   0.0332   0.1978
   -170.00    0.788   0.0945   0.3963
   -160.00    0.670   0.2809   0.2738
   -155.00    0.749   0.3932   0.3118
   -150.00    0.797   0.5112   0.3413
   -145.00    0.818   0.6309   0.3636
   -140.00    0.813   0.7485   0.3799
   -135.00    0.786   0.8612   0.3911
   -130.00    0.739   0.9665   0.3980
   -125.00    0.675   1.0625   0.4012
   -120.00    0.596   1.1476   0.4014
   -115.00    0.505   1.2206   0.3990
   -110.00    0.403   1.2805   0.3943
   -105.00    0.294   1.3265   0.3878
   -100.00    0.179   1.3582   0.3796
    -95.00    0.060   1.3752   0.3700
    -90.00   -0.060   1.3774   0.3591
    -85.00   -0.179   1.3648   0.3471
    -80.00   -0.295   1.3376   0.3340
    -75.00   -0.407   1.2962   0.3199
    -70.00   -0.512   1.2409   0.3049
    -65.00   -0.608   1.1725   0.2890
    -60.00   -0.693   1.0919   0.2722
    -55.00   -0.764   1.0002   0.2545
    -50.00   -0.820   0.8990   0.2359
    -45.00   -0.857   0.7900   0.2163
    -40.00   -0.875   0.6754   0.1958
    -35.00   -0.869   0.5579   0.1744
    -30.00   -0.838   0.4405   0.1520
    -25.00   -0.791   0.3256   0.1262
    -24.00   -0.794   0.3013   0.1170
    -23.00   -0.805   0.2762   0.1059
    -22.00   -0.821   0.2506   0.0931
    -21.00   -0.843   0.2246   0.0788
    -20.00   -0.869   0.1983   0.0631
    -19.00   -0.899   0.1720   0.0464
    -18.00   -0.931   0.1457   0.0286
    -17.00   -0.964   0.1197   0.0102
    -16.00   -0.999   0.0940  -0.0088
    -15.00   -1.033   0.0689  -0.0281
    -14.50   -1.050   0.0567  -0.0378
    -12.01   -0.953   0.0271  -0.0349
    -11.00   -0.900   0.0303  -0.0361
     -9.98   -0.827   0.0287  -0.0464
     -8.12   -0.536   0.0124  -0.0821
     -7.62   -0.467   0.0109  -0.0924
     -7.11   -0.393   0.0092  -0.1015
     -6.60   -0.323   0.0083  -0.1073
     -6.50   -0.311   0.0089  -0.1083
     -6.00   -0.245   0.0082  -0.1112
     -5.50   -0.178   0.0074  -0.1146
     -5.00   -0.113   0.0069  -0.1172
     -4.50   -0.048   0.0065  -0.1194
     -4.00    0.016   0.0063  -0.1213
     -3.50    0.080   0.0061  -0.1232
     -3.00    0.145   0.0058  -0.1252
     -2.50    0.208   0.0057  -0.1268
     -2.00    0.270   0.0057  -0.1282
     -1.50    0.333   0.0057  -0.1297
     -1.00    0.396   0.0057  -0.1310
     -0.50    0.458   0.0057  -0.1324
      0.00    0.521   0.0057  -0.1337
      0.50    0.583   0.0057  -0.1350
      1.00    0.645   0.0058  -0.1363
      1.50    0.706   0.0058  -0.1374
      2.00    0.768   0.0059  -0.1385
      2.50    0.828   0.0061  -0.1395
      3.00    0.888   0.0063  -0.1403
      3.50    0.948   0.0066  -0.1406
      4.00    0.996   0.0071  -0.1398
      4.50    1.046   0.0079  -0.1390
      5.00    1.095   0.0090  -0.1378
      5.50    1.145   0.0103  -0.1369
      6.00    1.192   0.0113  -0.1353
      6.50    1.239   0.0122  -0.1338
      7.00    1.283   0.0131  -0.1317
      7.50    1.324   0.0139  -0.1291
      8.00    1.358   0.0147  -0.1249
      8.50    1.385   0.0158  -0.1213
      9.00    1.403   0.0181  -0.1177
      9.50    1.401   0.0211  -0.1142
     10.00    1.358   0.0255  -0.1103
     10.50    1.313   0.0301  -0.1066
     11.00    1.287   0.0347  -0.1032
     11.50    1.274   0.0401  -0.1002
     12.00    1.272   0.0468  -0.0971
     12.50    1.273   0.0545  -0.0940
     13.00    1.273   0.0633  -0.0909
     13.50    1.273   0.0722  -0.0883
     14.00    1.272   0.0806  -0.0865
     14.50    1.273   0.0900  -0.0854
     15.00    1.275   0.0987  -0.0849
     15.50    1.281   0.1075  -0.0847
     16.00    1.284   0.1170  -0.0850
     16.50    1.296   0.1270  -0.0858
     17.00    1.306   0.1368  -0.0869
     17.50    1.308   0.1464  -0.0883
     18.00    1.308   0.1562  -0.0901
     18.50    1.308   0.1664  -0.0922
     19.00    1.308   0.1770  -0.0949
     19.50    1.307   0.1878  -0.0980
     20.00    1.311   0.1987  -0.1017
     20.50    1.325   0.2100  -0.1059
     21.00    1.324   0.2214  -0.1105
     22.00    1.277   0.2499  -0.1172
     23.00    1.229   0.2786  -0.1239
     24.00    1.182   0.3077  -0.1305
     25.00    1.136   0.3371  -0.1370
     26.00    1.093   0.3664  -0.1433
     28.00    1.017   0.4246  -0.1556
     30.00    0.962   0.4813  -0.1671
     32.00    0.937   0.5356  -0.1778
     35.00    0.947   0.6127  -0.1923
     40.00    0.950   0.7396  -0.2154
     45.00    0.928   0.8623  -0.2374
     50.00    0.884   0.9781  -0.2583
     55.00    0.821   1.0846  -0.2782
     60.00    0.740   1.1796  -0.2971
     65.00    0.646   1.2617  -0.3149
     70.00    0.540   1.3297  -0.3318
     75.00    0.425   1.3827  -0.3476
     80.00    0.304   1.4202  -0.3625
     85.00    0.179   1.4423  -0.3763
     90.00    0.053   1.4512  -0.3890
     95.00   -0.073   1.4480  -0.4004
    100.00   -0.198   1.4294  -0.4105
    105.00   -0.319   1.3954  -0.4191
    110.00   -0.434   1.3464  -0.4260
    115.00   -0.541   1.2829  -0.4308
    120.00   -0.637   1.2057  -0.4333
    125.00   -0.720   1.1157  -0.4330
    130.00   -0.787   1.0144  -0.4294
    135.00   -0.836   0.9033  -0.4219
    140.00   -0.864   0.7845  -0.4098
    145.00   -0.869   0.6605  -0.3922
    150.00   -0.847   0.5346  -0.3682
    155.00   -0.795   0.4103  -0.3364
    160.00   -0.711   0.2922  -0.2954
    170.00   -0.788   0.0969  -0.3966
    175.00   -0.394   0.0334  -0.1978
    180.00    0.000   0.0185   0.0000
